,country,date,variant,num_sequences,perc_sequences,num_sequences_total
56587,Mexico,2021-01-04,Omicron,0,0.0,277
56591,Mexico,2021-01-04,non_who,262,94.59,277
56592,Mexico,2021-01-11,Alpha,0,0.0,128
56597,Mexico,2021-01-11,B.1.177,0,0.0,128
56603,Mexico,2021-01-11,Delta,0,0.0,128
56611,Mexico,2021-01-11,Omicron,0,0.0,128
56615,Mexico,2021-01-11,non_who,124,96.88,128
56616,Mexico,2021-01-25,Alpha,5,1.37,365
56621,Mexico,2021-01-25,B.1.177,0,0.0,365
56627,Mexico,2021-01-25,Delta,0,0.0,365
56635,Mexico,2021-01-25,Omicron,0,0.0,365
56639,Mexico,2021-01-25,non_who,336,92.05,365
56640,Mexico,2021-02-08,Alpha,2,0.55,362
56645,Mexico,2021-02-08,B.1.177,0,0.0,362
56651,Mexico,2021-02-08,Delta,0,0.0,362
56659,Mexico,2021-02-08,Omicron,0,0.0,362
56663,Mexico,2021-02-08,non_who,341,94.2,362
56664,Mexico,2021-02-22,Alpha,11,0.98,1128
56669,Mexico,2021-02-22,B.1.177,0,0.0,1128
56675,Mexico,2021-02-22,Delta,0,0.0,1128
56683,Mexico,2021-02-22,Omicron,0,0.0,1128
56687,Mexico,2021-02-22,non_who,1071,94.94,1128
56688,Mexico,2021-03-08,Alpha,18,1.36,1327
56693,Mexico,2021-03-08,B.1.177,0,0.0,1327
56699,Mexico,2021-03-08,Delta,0,0.0,1327
56707,Mexico,2021-03-08,Omicron,0,0.0,1327
56711,Mexico,2021-03-08,non_who,1245,93.81,1327
56712,Mexico,2021-03-22,Alpha,28,2.48,1130
56717,Mexico,2021-03-22,B.1.177,0,0.0,1130
56723,Mexico,2021-03-22,Delta,0,0.0,1130
56731,Mexico,2021-03-22,Omicron,0,0.0,1130
56735,Mexico,2021-03-22,non_who,1036,91.67,1130
56736,Mexico,2021-04-05,Alpha,33,3.26,1011
56741,Mexico,2021-04-05,B.1.177,0,0.0,1011
56747,Mexico,2021-04-05,Delta,1,0.1,1011
56755,Mexico,2021-04-05,Omicron,0,0.0,1011
56759,Mexico,2021-04-05,non_who,916,90.6,1011
56760,Mexico,2021-04-19,Alpha,92,7.28,1263
56765,Mexico,2021-04-19,B.1.177,0,0.0,1263
56771,Mexico,2021-04-19,Delta,0,0.0,1263
56779,Mexico,2021-04-19,Omicron,0,0.0,1263
56783,Mexico,2021-04-19,non_who,1078,85.35,1263
56784,Mexico,2021-05-03,Alpha,170,12.23,1390
56789,Mexico,2021-05-03,B.1.177,0,0.0,1390
56795,Mexico,2021-05-03,Delta,1,0.07,1390
56803,Mexico,2021-05-03,Omicron,0,0.0,1390
56807,Mexico,2021-05-03,non_who,1038,74.67,1390
56808,Mexico,2021-05-17,Alpha,270,16.99,1589
56813,Mexico,2021-05-17,B.1.177,0,0.0,1589
56819,Mexico,2021-05-17,Delta,29,1.83,1589
56827,Mexico,2021-05-17,Omicron,0,0.0,1589
56831,Mexico,2021-05-17,non_who,997,62.74,1589
56832,Mexico,2021-05-31,Alpha,353,20.48,1724
56837,Mexico,2021-05-31,B.1.177,0,0.0,1724
56843,Mexico,2021-05-31,Delta,63,3.65,1724
56851,Mexico,2021-05-31,Omicron,0,0.0,1724
56855,Mexico,2021-05-31,non_who,809,46.93,1724
56856,Mexico,2021-06-14,Alpha,430,19.35,2222
56861,Mexico,2021-06-14,B.1.177,0,0.0,2222
56867,Mexico,2021-06-14,Delta,232,10.44,2222
56875,Mexico,2021-06-14,Omicron,0,0.0,2222
56879,Mexico,2021-06-14,non_who,599,26.95,2222
56880,Mexico,2021-06-28,Alpha,237,12.55,1889
56885,Mexico,2021-06-28,B.1.177,0,0.0,1889
56891,Mexico,2021-06-28,Delta,610,32.29,1889
56899,Mexico,2021-06-28,Omicron,0,0.0,1889
56903,Mexico,2021-06-28,non_who,392,20.75,1889
56904,Mexico,2021-07-12,Alpha,94,4.43,2121
56909,Mexico,2021-07-12,B.1.177,0,0.0,2121
56915,Mexico,2021-07-12,Delta,1377,64.92,2121
56923,Mexico,2021-07-12,Omicron,0,0.0,2121
56927,Mexico,2021-07-12,non_who,197,9.29,2121
56928,Mexico,2021-07-26,Alpha,45,1.84,2443
56933,Mexico,2021-07-26,B.1.177,0,0.0,2443
56939,Mexico,2021-07-26,Delta,2020,82.69,2443
56947,Mexico,2021-07-26,Omicron,0,0.0,2443
56951,Mexico,2021-07-26,non_who,110,4.5,2443
56952,Mexico,2021-08-09,Alpha,18,0.6,3024
56957,Mexico,2021-08-09,B.1.177,0,0.0,3024
56963,Mexico,2021-08-09,Delta,2457,81.25,3024
56971,Mexico,2021-08-09,Omicron,0,0.0,3024
56975,Mexico,2021-08-09,non_who,383,12.66,3024
56976,Mexico,2021-08-23,Alpha,5,0.2,2528
56981,Mexico,2021-08-23,B.1.177,0,0.0,2528
56987,Mexico,2021-08-23,Delta,2235,88.41,2528
56995,Mexico,2021-08-23,Omicron,0,0.0,2528
56999,Mexico,2021-08-23,non_who,233,9.22,2528
57000,Mexico,2021-09-06,Alpha,1,0.05,2069
57005,Mexico,2021-09-06,B.1.177,0,0.0,2069
57011,Mexico,2021-09-06,Delta,2041,98.65,2069
57019,Mexico,2021-09-06,Omicron,0,0.0,2069
57023,Mexico,2021-09-06,non_who,8,0.38,2069
57024,Mexico,2021-09-20,Alpha,0,0.0,2057
57029,Mexico,2021-09-20,B.1.177,0,0.0,2057
57035,Mexico,2021-09-20,Delta,2044,99.37,2057
57043,Mexico,2021-09-20,Omicron,0,0.0,2057
57047,Mexico,2021-09-20,non_who,4,0.19,2057
57048,Mexico,2021-10-04,Alpha,0,0.0,2511
57053,Mexico,2021-10-04,B.1.177,0,0.0,2511
57059,Mexico,2021-10-04,Delta,2503,99.68,2511
57067,Mexico,2021-10-04,Omicron,0,0.0,2511
57071,Mexico,2021-10-04,non_who,5,0.2,2511
57072,Mexico,2021-10-18,Alpha,1,0.05,1868
57077,Mexico,2021-10-18,B.1.177,0,0.0,1868
57083,Mexico,2021-10-18,Delta,1867,99.95,1868
57091,Mexico,2021-10-18,Omicron,0,0.0,1868
57095,Mexico,2021-10-18,non_who,0,0.0,1868
57096,Mexico,2021-11-01,Alpha,0,0.0,1724
57101,Mexico,2021-11-01,B.1.177,0,0.0,1724
57107,Mexico,2021-11-01,Delta,1721,99.83,1724
57115,Mexico,2021-11-01,Omicron,0,0.0,1724
57119,Mexico,2021-11-01,non_who,3,0.17,1724
57120,Mexico,2021-11-15,Alpha,0,0.0,1384
57125,Mexico,2021-11-15,B.1.177,0,0.0,1384
57131,Mexico,2021-11-15,Delta,1380,99.71,1384
57139,Mexico,2021-11-15,Omicron,0,0.0,1384
57143,Mexico,2021-11-15,non_who,3,0.22,1384
57144,Mexico,2021-11-29,Alpha,0,0.0,938
57149,Mexico,2021-11-29,B.1.177,0,0.0,938
57155,Mexico,2021-11-29,Delta,933,99.47,938
57163,Mexico,2021-11-29,Omicron,2,0.21,938
57167,Mexico,2021-11-29,non_who,2,0.21,938
57168,Mexico,2021-12-13,Alpha,0,0.0,998
57173,Mexico,2021-12-13,B.1.177,0,0.0,998
57179,Mexico,2021-12-13,Delta,986,98.8,998
57187,Mexico,2021-12-13,Omicron,12,1.2,998
57191,Mexico,2021-12-13,non_who,0,0.0,998
57192,Mexico,2021-12-27,Alpha,0,0.0,435
57197,Mexico,2021-12-27,B.1.177,0,0.0,435
57203,Mexico,2021-12-27,Delta,195,44.83,435
57211,Mexico,2021-12-27,Omicron,240,55.17,435
57215,Mexico,2021-12-27,non_who,0,0.0,435
57216,Mexico,2022-01-05,Alpha,0,0.0,11
57221,Mexico,2022-01-05,B.1.177,0,0.0,11
57227,Mexico,2022-01-05,Delta,11,100.0,11
57235,Mexico,2022-01-05,Omicron,0,0.0,11
57239,Mexico,2022-01-05,non_who,0,0.0,11
57240,Moldova,2020-06-22,Alpha,0,0.0,4
57245,Moldova,2020-06-22,B.1.177,0,0.0,4
57251,Moldova,2020-06-22,Delta,0,0.0,4
57259,Moldova,2020-06-22,Omicron,0,0.0,4
57263,Moldova,2020-06-22,non_who,4,100.0,4
57264,Moldova,2020-09-14,Alpha,0,0.0,8
57269,Moldova,2020-09-14,B.1.177,0,0.0,8
57275,Moldova,2020-09-14,Delta,0,0.0,8
57283,Moldova,2020-09-14,Omicron,0,0.0,8
57287,Moldova,2020-09-14,non_who,8,100.0,8
57288,Moldova,2021-02-08,Alpha,3,100.0,3
57293,Moldova,2021-02-08,B.1.177,0,0.0,3
57299,Moldova,2021-02-08,Delta,0,0.0,3
57307,Moldova,2021-02-08,Omicron,0,0.0,3
57311,Moldova,2021-02-08,non_who,0,0.0,3
57312,Moldova,2021-02-22,Alpha,1,100.0,1
57317,Moldova,2021-02-22,B.1.177,0,0.0,1
57323,Moldova,2021-02-22,Delta,0,0.0,1
57331,Moldova,2021-02-22,Omicron,0,0.0,1
57335,Moldova,2021-02-22,non_who,0,0.0,1
57336,Moldova,2021-03-08,Alpha,7,100.0,7
57341,Moldova,2021-03-08,B.1.177,0,0.0,7
57347,Moldova,2021-03-08,Delta,0,0.0,7
57355,Moldova,2021-03-08,Omicron,0,0.0,7
57359,Moldova,2021-03-08,non_who,0,0.0,7
57360,Moldova,2021-03-22,Alpha,2,100.0,2
57365,Moldova,2021-03-22,B.1.177,0,0.0,2
57371,Moldova,2021-03-22,Delta,0,0.0,2
57379,Moldova,2021-03-22,Omicron,0,0.0,2
57383,Moldova,2021-03-22,non_who,0,0.0,2
57384,Moldova,2021-04-05,Alpha,5,100.0,5
57389,Moldova,2021-04-05,B.1.177,0,0.0,5
57395,Moldova,2021-04-05,Delta,0,0.0,5
57403,Moldova,2021-04-05,Omicron,0,0.0,5
57407,Moldova,2021-04-05,non_who,0,0.0,5
57408,Moldova,2021-04-19,Alpha,2,100.0,2
57413,Moldova,2021-04-19,B.1.177,0,0.0,2
57419,Moldova,2021-04-19,Delta,0,0.0,2
57427,Moldova,2021-04-19,Omicron,0,0.0,2
57431,Moldova,2021-04-19,non_who,0,0.0,2
57432,Moldova,2021-05-03,Alpha,4,100.0,4
57437,Moldova,2021-05-03,B.1.177,0,0.0,4
57443,Moldova,2021-05-03,Delta,0,0.0,4
57451,Moldova,2021-05-03,Omicron,0,0.0,4
57455,Moldova,2021-05-03,non_who,0,0.0,4
57456,Moldova,2021-05-17,Alpha,10,83.33,12
57461,Moldova,2021-05-17,B.1.177,0,0.0,12
57467,Moldova,2021-05-17,Delta,0,0.0,12
57475,Moldova,2021-05-17,Omicron,0,0.0,12
57479,Moldova,2021-05-17,non_who,1,8.34,12
57480,Moldova,2021-05-31,Alpha,1,100.0,1
57485,Moldova,2021-05-31,B.1.177,0,0.0,1
57491,Moldova,2021-05-31,Delta,0,0.0,1
57499,Moldova,2021-05-31,Omicron,0,0.0,1
57503,Moldova,2021-05-31,non_who,0,0.0,1
57504,Moldova,2021-06-28,Alpha,2,33.33,6
57509,Moldova,2021-06-28,B.1.177,0,0.0,6
57515,Moldova,2021-06-28,Delta,4,66.67,6
57523,Moldova,2021-06-28,Omicron,0,0.0,6
57527,Moldova,2021-06-28,non_who,0,0.0,6
57528,Moldova,2021-07-12,Alpha,0,0.0,7
57533,Moldova,2021-07-12,B.1.177,0,0.0,7
57539,Moldova,2021-07-12,Delta,7,100.0,7
57547,Moldova,2021-07-12,Omicron,0,0.0,7
57551,Moldova,2021-07-12,non_who,0,0.0,7
57552,Moldova,2021-08-23,Alpha,0,0.0,4
57557,Moldova,2021-08-23,B.1.177,0,0.0,4
57563,Moldova,2021-08-23,Delta,4,100.0,4
57571,Moldova,2021-08-23,Omicron,0,0.0,4
57575,Moldova,2021-08-23,non_who,0,0.0,4
57576,Moldova,2021-09-06,Alpha,0,0.0,9
57581,Moldova,2021-09-06,B.1.177,0,0.0,9
57587,Moldova,2021-09-06,Delta,9,100.0,9
57595,Moldova,2021-09-06,Omicron,0,0.0,9
57599,Moldova,2021-09-06,non_who,0,0.0,9
57600,Moldova,2021-09-20,Alpha,0,0.0,26
57605,Moldova,2021-09-20,B.1.177,0,0.0,26
57611,Moldova,2021-09-20,Delta,26,100.0,26
57619,Moldova,2021-09-20,Omicron,0,0.0,26
57623,Moldova,2021-09-20,non_who,0,0.0,26
57624,Moldova,2021-11-01,Alpha,0,0.0,2
57629,Moldova,2021-11-01,B.1.177,0,0.0,2
57635,Moldova,2021-11-01,Delta,2,100.0,2
57643,Moldova,2021-11-01,Omicron,0,0.0,2
57647,Moldova,2021-11-01,non_who,0,0.0,2
57648,Moldova,2021-11-15,Alpha,0,0.0,10
57653,Moldova,2021-11-15,B.1.177,0,0.0,10
57659,Moldova,2021-11-15,Delta,10,100.0,10
57667,Moldova,2021-11-15,Omicron,0,0.0,10
57671,Moldova,2021-11-15,non_who,0,0.0,10
57672,Moldova,2021-11-29,Alpha,0,0.0,9
57677,Moldova,2021-11-29,B.1.177,0,0.0,9
57683,Moldova,2021-11-29,Delta,9,100.0,9
57691,Moldova,2021-11-29,Omicron,0,0.0,9
57695,Moldova,2021-11-29,non_who,0,0.0,9
57696,Moldova,2021-12-13,Alpha,0,0.0,15
57701,Moldova,2021-12-13,B.1.177,0,0.0,15
57707,Moldova,2021-12-13,Delta,15,100.0,15
57715,Moldova,2021-12-13,Omicron,0,0.0,15
57719,Moldova,2021-12-13,non_who,0,0.0,15
57720,Moldova,2021-12-27,Alpha,0,0.0,15
57725,Moldova,2021-12-27,B.1.177,0,0.0,15
57731,Moldova,2021-12-27,Delta,15,100.0,15
57739,Moldova,2021-12-27,Omicron,0,0.0,15
57743,Moldova,2021-12-27,non_who,0,0.0,15
57744,Monaco,2021-01-25,Alpha,0,0.0,1
57749,Monaco,2021-01-25,B.1.177,1,100.0,1
57755,Monaco,2021-01-25,Delta,0,0.0,1
57763,Monaco,2021-01-25,Omicron,0,0.0,1
57767,Monaco,2021-01-25,non_who,1,100.0,1
57768,Monaco,2021-02-08,Alpha,1,100.0,1
57773,Monaco,2021-02-08,B.1.177,0,0.0,1
57779,Monaco,2021-02-08,Delta,0,0.0,1
57787,Monaco,2021-02-08,Omicron,0,0.0,1
57791,Monaco,2021-02-08,non_who,0,0.0,1
57792,Monaco,2021-03-08,Alpha,0,0.0,4
57797,Monaco,2021-03-08,B.1.177,0,0.0,4
57803,Monaco,2021-03-08,Delta,0,0.0,4
57811,Monaco,2021-03-08,Omicron,0,0.0,4
57815,Monaco,2021-03-08,non_who,3,75.0,4
57816,Monaco,2021-04-19,Alpha,2,100.0,2
57821,Monaco,2021-04-19,B.1.177,0,0.0,2
57827,Monaco,2021-04-19,Delta,0,0.0,2
57835,Monaco,2021-04-19,Omicron,0,0.0,2
57839,Monaco,2021-04-19,non_who,0,0.0,2
57840,Monaco,2021-05-31,Alpha,0,0.0,1
57845,Monaco,2021-05-31,B.1.177,0,0.0,1
57851,Monaco,2021-05-31,Delta,1,100.0,1
57859,Monaco,2021-05-31,Omicron,0,0.0,1
57863,Monaco,2021-05-31,non_who,0,0.0,1
57864,Monaco,2021-06-14,Alpha,0,0.0,11
57869,Monaco,2021-06-14,B.1.177,0,0.0,11
57875,Monaco,2021-06-14,Delta,11,100.0,11
57883,Monaco,2021-06-14,Omicron,0,0.0,11
57887,Monaco,2021-06-14,non_who,0,0.0,11
57888,Monaco,2021-06-28,Alpha,0,0.0,20
57893,Monaco,2021-06-28,B.1.177,0,0.0,20
57899,Monaco,2021-06-28,Delta,20,100.0,20
57907,Monaco,2021-06-28,Omicron,0,0.0,20
57911,Monaco,2021-06-28,non_who,0,0.0,20
57912,Monaco,2021-07-12,Alpha,0,0.0,1
57917,Monaco,2021-07-12,B.1.177,0,0.0,1
57923,Monaco,2021-07-12,Delta,1,100.0,1
57931,Monaco,2021-07-12,Omicron,0,0.0,1
57935,Monaco,2021-07-12,non_who,0,0.0,1
57936,Monaco,2021-07-26,Alpha,0,0.0,14
57941,Monaco,2021-07-26,B.1.177,0,0.0,14
57947,Monaco,2021-07-26,Delta,14,100.0,14
57955,Monaco,2021-07-26,Omicron,0,0.0,14
57959,Monaco,2021-07-26,non_who,0,0.0,14
57960,Monaco,2021-08-09,Alpha,0,0.0,14
57965,Monaco,2021-08-09,B.1.177,0,0.0,14
57971,Monaco,2021-08-09,Delta,14,100.0,14
57979,Monaco,2021-08-09,Omicron,0,0.0,14
57983,Monaco,2021-08-09,non_who,0,0.0,14
57984,Monaco,2021-09-06,Alpha,0,0.0,6
57989,Monaco,2021-09-06,B.1.177,0,0.0,6
57995,Monaco,2021-09-06,Delta,6,100.0,6
58003,Monaco,2021-09-06,Omicron,0,0.0,6
58007,Monaco,2021-09-06,non_who,0,0.0,6
58008,Monaco,2021-09-20,Alpha,0,0.0,2
58013,Monaco,2021-09-20,B.1.177,0,0.0,2
58019,Monaco,2021-09-20,Delta,2,100.0,2
58027,Monaco,2021-09-20,Omicron,0,0.0,2
58031,Monaco,2021-09-20,non_who,0,0.0,2
58032,Monaco,2021-11-01,Alpha,0,0.0,3
58037,Monaco,2021-11-01,B.1.177,0,0.0,3
58043,Monaco,2021-11-01,Delta,3,100.0,3
58051,Monaco,2021-11-01,Omicron,0,0.0,3
58055,Monaco,2021-11-01,non_who,0,0.0,3
58056,Monaco,2021-11-15,Alpha,0,0.0,3
58061,Monaco,2021-11-15,B.1.177,0,0.0,3
58067,Monaco,2021-11-15,Delta,3,100.0,3
58075,Monaco,2021-11-15,Omicron,0,0.0,3
58079,Monaco,2021-11-15,non_who,0,0.0,3
58080,Monaco,2021-12-27,Alpha,0,0.0,1
58085,Monaco,2021-12-27,B.1.177,0,0.0,1
58091,Monaco,2021-12-27,Delta,1,100.0,1
58099,Monaco,2021-12-27,Omicron,0,0.0,1
58103,Monaco,2021-12-27,non_who,0,0.0,1
58104,Mongolia,2020-08-17,Alpha,0,0.0,1
58109,Mongolia,2020-08-17,B.1.177,0,0.0,1
58115,Mongolia,2020-08-17,Delta,0,0.0,1
58123,Mongolia,2020-08-17,Omicron,0,0.0,1
58127,Mongolia,2020-08-17,non_who,1,100.0,1
58128,Mongolia,2020-10-12,Alpha,0,0.0,1
58133,Mongolia,2020-10-12,B.1.177,0,0.0,1
58139,Mongolia,2020-10-12,Delta,0,0.0,1
58147,Mongolia,2020-10-12,Omicron,0,0.0,1
58151,Mongolia,2020-10-12,non_who,1,100.0,1
58152,Mongolia,2020-11-09,Alpha,0,0.0,2
58157,Mongolia,2020-11-09,B.1.177,0,0.0,2
58163,Mongolia,2020-11-09,Delta,0,0.0,2
58171,Mongolia,2020-11-09,Omicron,0,0.0,2
58175,Mongolia,2020-11-09,non_who,2,100.0,2
58176,Mongolia,2020-11-23,Alpha,0,0.0,1
58181,Mongolia,2020-11-23,B.1.177,0,0.0,1
58187,Mongolia,2020-11-23,Delta,0,0.0,1
58195,Mongolia,2020-11-23,Omicron,0,0.0,1
58199,Mongolia,2020-11-23,non_who,1,100.0,1
58200,Mongolia,2020-12-07,Alpha,0,0.0,1
58205,Mongolia,2020-12-07,B.1.177,0,0.0,1
58211,Mongolia,2020-12-07,Delta,0,0.0,1
58219,Mongolia,2020-12-07,Omicron,0,0.0,1
58223,Mongolia,2020-12-07,non_who,1,100.0,1
58224,Mongolia,2020-12-21,Alpha,0,0.0,1
58229,Mongolia,2020-12-21,B.1.177,0,0.0,1
58235,Mongolia,2020-12-21,Delta,0,0.0,1
58243,Mongolia,2020-12-21,Omicron,0,0.0,1
58247,Mongolia,2020-12-21,non_who,1,100.0,1
58248,Mongolia,2021-01-04,Alpha,0,0.0,2
58253,Mongolia,2021-01-04,B.1.177,0,0.0,2
58259,Mongolia,2021-01-04,Delta,0,0.0,2
58267,Mongolia,2021-01-04,Omicron,0,0.0,2
58271,Mongolia,2021-01-04,non_who,2,100.0,2
58272,Mongolia,2021-01-11,Alpha,0,0.0,2
58277,Mongolia,2021-01-11,B.1.177,0,0.0,2
58283,Mongolia,2021-01-11,Delta,0,0.0,2
58291,Mongolia,2021-01-11,Omicron,0,0.0,2
58295,Mongolia,2021-01-11,non_who,2,100.0,2
58296,Mongolia,2021-01-25,Alpha,0,0.0,2
58301,Mongolia,2021-01-25,B.1.177,0,0.0,2
58307,Mongolia,2021-01-25,Delta,0,0.0,2
58315,Mongolia,2021-01-25,Omicron,0,0.0,2
58319,Mongolia,2021-01-25,non_who,2,100.0,2
58320,Mongolia,2021-02-08,Alpha,0,0.0,1
58325,Mongolia,2021-02-08,B.1.177,0,0.0,1
58331,Mongolia,2021-02-08,Delta,0,0.0,1
58339,Mongolia,2021-02-08,Omicron,0,0.0,1
58343,Mongolia,2021-02-08,non_who,1,100.0,1
58344,Mongolia,2021-02-22,Alpha,0,0.0,3
58349,Mongolia,2021-02-22,B.1.177,0,0.0,3
58355,Mongolia,2021-02-22,Delta,0,0.0,3
58363,Mongolia,2021-02-22,Omicron,0,0.0,3
58367,Mongolia,2021-02-22,non_who,3,100.0,3
58368,Mongolia,2021-03-08,Alpha,0,0.0,2
58373,Mongolia,2021-03-08,B.1.177,0,0.0,2
58379,Mongolia,2021-03-08,Delta,0,0.0,2
58387,Mongolia,2021-03-08,Omicron,0,0.0,2
58391,Mongolia,2021-03-08,non_who,2,100.0,2
58392,Mongolia,2021-03-22,Alpha,5,71.43,7
58397,Mongolia,2021-03-22,B.1.177,0,0.0,7
58403,Mongolia,2021-03-22,Delta,1,14.29,7
58411,Mongolia,2021-03-22,Omicron,0,0.0,7
58415,Mongolia,2021-03-22,non_who,1,14.28,7
58416,Mongolia,2021-04-19,Alpha,2,100.0,2
58421,Mongolia,2021-04-19,B.1.177,0,0.0,2
58427,Mongolia,2021-04-19,Delta,0,0.0,2
58435,Mongolia,2021-04-19,Omicron,0,0.0,2
58439,Mongolia,2021-04-19,non_who,0,0.0,2
58440,Mongolia,2021-05-17,Alpha,2,66.67,3
58445,Mongolia,2021-05-17,B.1.177,0,0.0,3
58451,Mongolia,2021-05-17,Delta,1,33.33,3
58459,Mongolia,2021-05-17,Omicron,0,0.0,3
58463,Mongolia,2021-05-17,non_who,0,0.0,3
58464,Mongolia,2021-06-28,Alpha,14,87.5,16
58469,Mongolia,2021-06-28,B.1.177,0,0.0,16
58475,Mongolia,2021-06-28,Delta,1,6.25,16
58483,Mongolia,2021-06-28,Omicron,0,0.0,16
58487,Mongolia,2021-06-28,non_who,1,6.25,16
58488,Mongolia,2021-07-12,Alpha,32,94.12,34
58493,Mongolia,2021-07-12,B.1.177,0,0.0,34
58499,Mongolia,2021-07-12,Delta,2,5.88,34
58507,Mongolia,2021-07-12,Omicron,0,0.0,34
58511,Mongolia,2021-07-12,non_who,0,0.0,34
58512,Mongolia,2021-07-26,Alpha,16,94.12,17
58517,Mongolia,2021-07-26,B.1.177,0,0.0,17
58523,Mongolia,2021-07-26,Delta,1,5.88,17
58531,Mongolia,2021-07-26,Omicron,0,0.0,17
58535,Mongolia,2021-07-26,non_who,0,0.0,17
58536,Mongolia,2021-08-09,Alpha,31,59.62,52
58541,Mongolia,2021-08-09,B.1.177,0,0.0,52
58547,Mongolia,2021-08-09,Delta,21,40.38,52
58555,Mongolia,2021-08-09,Omicron,0,0.0,52
58559,Mongolia,2021-08-09,non_who,0,0.0,52
58560,Montenegro,2020-07-20,Alpha,0,0.0,9
58565,Montenegro,2020-07-20,B.1.177,0,0.0,9
58571,Montenegro,2020-07-20,Delta,0,0.0,9
58579,Montenegro,2020-07-20,Omicron,0,0.0,9
58583,Montenegro,2020-07-20,non_who,9,100.0,9
58584,Montenegro,2021-01-25,Alpha,7,36.84,19
58589,Montenegro,2021-01-25,B.1.177,0,0.0,19
58595,Montenegro,2021-01-25,Delta,0,0.0,19
58603,Montenegro,2021-01-25,Omicron,0,0.0,19
58607,Montenegro,2021-01-25,non_who,12,63.16,19
58608,Montenegro,2021-06-14,Alpha,17,100.0,17
58613,Montenegro,2021-06-14,B.1.177,0,0.0,17
58619,Montenegro,2021-06-14,Delta,0,0.0,17
58627,Montenegro,2021-06-14,Omicron,0,0.0,17
58631,Montenegro,2021-06-14,non_who,0,0.0,17
58632,Montenegro,2021-06-28,Alpha,16,88.89,18
58637,Montenegro,2021-06-28,B.1.177,0,0.0,18
58643,Montenegro,2021-06-28,Delta,2,11.11,18
58651,Montenegro,2021-06-28,Omicron,0,0.0,18
58655,Montenegro,2021-06-28,non_who,0,0.0,18
58656,Montenegro,2021-07-12,Alpha,10,50.0,20
58661,Montenegro,2021-07-12,B.1.177,0,0.0,20
58667,Montenegro,2021-07-12,Delta,10,50.0,20
58675,Montenegro,2021-07-12,Omicron,0,0.0,20
58679,Montenegro,2021-07-12,non_who,0,0.0,20
58680,Montenegro,2021-07-26,Alpha,2,6.67,30
58685,Montenegro,2021-07-26,B.1.177,0,0.0,30
58691,Montenegro,2021-07-26,Delta,28,93.33,30
58699,Montenegro,2021-07-26,Omicron,0,0.0,30
58703,Montenegro,2021-07-26,non_who,0,0.0,30
58704,Montenegro,2021-08-09,Alpha,3,4.17,72
58709,Montenegro,2021-08-09,B.1.177,0,0.0,72
58715,Montenegro,2021-08-09,Delta,66,91.67,72
58723,Montenegro,2021-08-09,Omicron,0,0.0,72
58727,Montenegro,2021-08-09,non_who,0,-0.01,72
58728,Montenegro,2021-08-23,Alpha,0,0.0,41
58733,Montenegro,2021-08-23,B.1.177,0,0.0,41
58739,Montenegro,2021-08-23,Delta,40,97.56,41
58747,Montenegro,2021-08-23,Omicron,0,0.0,41
58751,Montenegro,2021-08-23,non_who,1,2.44,41
58752,Montenegro,2021-09-06,Alpha,0,0.0,34
58757,Montenegro,2021-09-06,B.1.177,0,0.0,34
58763,Montenegro,2021-09-06,Delta,34,100.0,34
58771,Montenegro,2021-09-06,Omicron,0,0.0,34
58775,Montenegro,2021-09-06,non_who,0,0.0,34
58776,Montenegro,2021-09-20,Alpha,0,0.0,5
58781,Montenegro,2021-09-20,B.1.177,0,0.0,5
58787,Montenegro,2021-09-20,Delta,5,100.0,5
58795,Montenegro,2021-09-20,Omicron,0,0.0,5
58799,Montenegro,2021-09-20,non_who,0,0.0,5
58800,Montenegro,2021-10-04,Alpha,0,0.0,1
58805,Montenegro,2021-10-04,B.1.177,0,0.0,1
58811,Montenegro,2021-10-04,Delta,1,100.0,1
58819,Montenegro,2021-10-04,Omicron,0,0.0,1
58823,Montenegro,2021-10-04,non_who,0,0.0,1
58824,Montenegro,2021-10-18,Alpha,0,0.0,15
58829,Montenegro,2021-10-18,B.1.177,0,0.0,15
58835,Montenegro,2021-10-18,Delta,15,100.0,15
58843,Montenegro,2021-10-18,Omicron,0,0.0,15
58847,Montenegro,2021-10-18,non_who,0,0.0,15
58848,Montenegro,2021-11-01,Alpha,0,0.0,34
58853,Montenegro,2021-11-01,B.1.177,0,0.0,34
58859,Montenegro,2021-11-01,Delta,34,100.0,34
58867,Montenegro,2021-11-01,Omicron,0,0.0,34
58871,Montenegro,2021-11-01,non_who,0,0.0,34
58872,Montenegro,2021-11-15,Alpha,0,0.0,38
58877,Montenegro,2021-11-15,B.1.177,0,0.0,38
58883,Montenegro,2021-11-15,Delta,38,100.0,38
58891,Montenegro,2021-11-15,Omicron,0,0.0,38
58895,Montenegro,2021-11-15,non_who,0,0.0,38
58896,Montenegro,2021-11-29,Alpha,0,0.0,25
58901,Montenegro,2021-11-29,B.1.177,0,0.0,25
58907,Montenegro,2021-11-29,Delta,25,100.0,25
58915,Montenegro,2021-11-29,Omicron,0,0.0,25
58919,Montenegro,2021-11-29,non_who,0,0.0,25
58920,Montenegro,2021-12-13,Alpha,0,0.0,69
58925,Montenegro,2021-12-13,B.1.177,0,0.0,69
58931,Montenegro,2021-12-13,Delta,63,91.3,69
58939,Montenegro,2021-12-13,Omicron,6,8.7,69
58943,Montenegro,2021-12-13,non_who,0,0.0,69
